,Men_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,Poverty_log,MeanCommute_scale
Missouri-Montgomery,8.687273461787838,-0.4892052168167348,0.8491836381216996,-0.5088986244049607,-0.23766023534502304,-0.35289968274872335,0.159586711135366,2.4069451083182885,3.100092288878234,17407634507.84403,4.63141976724662,1.056753740431538,0.46767368991005126,10.59237567617569,7.738052297689316,2.8678989020441064,0.700272360127493
Missouri-Morgan,9.22808205345234,-0.47361139797287793,0.8404611849546512,-0.5229072636432902,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.580216829592325,2.740840023925201,7645249595.681434,5.85136959553163,1.187527539804514,1.1586570138437864,10.42004670814988,7.419380582918692,3.1780538303479458,-0.19264921673152033
Missouri-New Madrid,9.085683767376628,-0.4892052168167348,0.22116701009422518,0.5207363596122572,-0.22387091415989635,-0.42886819314121494,-0.11258977713575608,2.451005098112319,3.077312260546414,22948568105.878674,3.856169338904642,0.995851641462913,0.3679817498566914,10.423173804734315,8.027802848370312,3.126760535960395,-1.174862951276435
Missouri-Newton,10.278871388605838,-0.31767320953430955,0.5002855114397695,-0.5369159028816197,0.12086211546827011,0.0649271244099803,0.023498466999804964,2.322387720290225,2.89591193827178,15901756157.164196,5.037226821582346,0.8154794234404484,0.7129159957715903,10.675676940436027,7.4377951216719325,2.6741486494265287,-0.3355166690289626
Missouri-Nodaway,9.35444071594994,-0.49440315643135374,0.7663203330347409,-0.41784246935581904,-0.19629227178964304,0.14089563480247197,0.023498466999804964,2.33214389523559,2.917770732084279,11838293659.74573,4.659303591635055,1.423367835224281,0.6848266081210523,10.487210415814785,7.578145472419466,3.353406717825807,-1.317730403573877
Missouri-Oregon,8.592115117933497,-0.49440315643135374,0.8317387317876028,-0.5929504598349378,-0.058399059938376456,-0.42886819314121494,-0.11258977713575608,2.517696472610991,3.152736022363656,16239337399.580278,4.575269859980675,0.9435288461841634,0.6848266081210523,10.303973619097128,7.59488438721652,3.269568939183719,-0.03192333289689754
Missouri-Osage,8.880446450715093,-0.5359866733483053,0.9669367558768505,-0.5509245421199492,-0.19629227178964304,-0.42886819314121494,-0.11258977713575608,2.580216829592325,2.9601050959108397,11155651669.510292,6.455210525791915,0.8154794234404484,0.6548608232528105,10.872237898382645,7.679713639966372,2.128231705849268,0.39667902399542865
Missouri-Ozark,8.48446336679332,-0.4892052168167348,0.8927959039569409,-0.5929504598349378,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,2.856470206220483,3.0349529867072724,15569989229.095577,5.294304853556689,0.6031460500405398,0.46767368991005126,10.354531324255456,7.29505641646263,3.190476350346503,1.12887471701982
Missouri-Pemiscot,9.041329829241901,-0.45281963951440224,-0.27601282042752545,1.2701985588628852,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,2.272125885509337,3.095577608523707,20359955966.46141,4.374544944480774,1.109619614873233,0.5112199906124424,10.28322451207156,7.87777633327726,3.3638415951183864,-1.3355888351110572
Missouri-Perry,9.158836529109067,-0.4632155187436401,0.879712224206368,-0.5509245421199492,-0.21008159297476972,-0.3149154275524776,-0.11258977713575608,2.6741486494265287,3.0633909220278057,16013633265.695467,5.319477812655111,0.6394741277673885,0.3103780168858844,10.849317668987577,7.906915488678587,2.2617630984737906,-0.103357059045619
Missouri-Pettis,9.938902957757083,-0.15133914186650338,0.4523120190210037,-0.41083814973665433,-0.21008159297476972,-0.3149154275524776,0.159586711135366,2.2617630984737906,3.1654750481410856,17050089442.7472,4.659303591635055,0.8622934989190693,0.3679817498566914,10.594833111149445,7.298445101508147,2.89591193827178,-0.8355527520700096
Missouri-Phelps,10.067178295192607,-0.4476216998997832,0.5962324962772998,-0.44585974783247806,-0.1549243082342631,0.8246122283348962,-0.11258977713575608,2.066862759472976,2.468099531471619,14299491215.533749,4.877999496816435,1.109619614873233,0.905616121146672,10.636288044972725,7.471932078245122,2.9652730660692823,-0.7819774574584694
Missouri-Pike,9.237274373216264,-0.4632155187436401,0.5744263633596791,-0.1726912826850529,-0.19629227178964304,-0.35289968274872335,-0.11258977713575608,2.8094026953624978,2.8094026953624978,14608785633.87397,4.547000344099659,1.0274338075002096,0.7393175950494679,10.639454730279002,8.002359546252707,2.72785282839839,-0.014064901359717654
Missouri-Platte,10.737417892981517,-0.281287632231977,0.32147522151527996,-0.1726912826850529,-0.19629227178964304,0.5207381867649299,0.295674955270927,1.8082887711792655,2.379546134130174,19159080623.93894,4.166773725908501,0.67343992738632,0.5883840329178517,11.130991319388428,7.507690077819904,2.0412203288596382,-0.17479078519433983
Missouri-Polk,9.631088103615504,-0.4632155187436401,0.8099325988699821,-0.5369159028816197,-0.1411349870491364,-0.3908839379449692,-0.11258977713575608,2.580216829592325,2.5416019934645457,15029750116.244019,4.490063313290588,1.1217858086574126,0.5883840329178517,10.62449306122447,7.676473646389156,2.917770732084279,0.2895284347723468
Missouri-Pulaski,10.321868885910838,-0.03698447034488652,-0.2280393280087597,0.1775246982731844,-0.12734566586400975,0.5587224419611757,0.840027931813171,2.509599262378372,2.4849066497880004,1733711121.8757908,4.286405019285206,0.6031460500405398,0.6548608232528105,10.777517755695682,7.835579246669965,2.580216829592325,-0.9248449097559109
Missouri-Putnam,7.805474625270857,-0.5099969752752106,0.9451306229592299,-0.5789418205966083,-0.21008159297476972,-0.1629784067674944,-0.11258977713575608,2.884800712846709,2.856470206220483,13796020772.222324,4.4325833066344655,0.7634988231018599,0.42014412825939745,10.500839435641206,8.385716828627851,2.954910279033736,-0.44266725825204384
Missouri-Ralls,8.546751993657782,-0.5099969752752106,0.8927959039569409,-0.5088986244049607,-0.11355634467888309,-0.46685244833746076,-0.11258977713575608,2.6741486494265287,3.0007198150650303,16815111326.966278,4.461392126490072,0.8394763500390321,0.42014412825939745,10.765216496417601,7.994632311431825,2.517696472610991,-0.15693235365715993
Missouri-Randolph,9.48486121415014,-0.47880933758749683,0.6136774026113965,-0.2637474377341946,-0.16871362941938972,-0.2769311723562318,0.023498466999804964,2.3608540011180215,2.8735646395797834,19420752923.35261,4.345311374159795,0.8394763500390321,0.42014412825939745,10.540910584323711,7.91862865334224,2.9496883350525844,-0.40695039517768344
Missouri-Ray,9.348361669873558,-0.458017579129021,0.8186550520370306,-0.5088986244049607,-0.18250295060451638,-0.3908839379449692,-0.11258977713575608,2.4336133554004498,3.1179499062782403,18517607472.058765,4.796876804770054,0.790194514736272,0.5112199906124424,10.86906356408504,7.902117546276448,2.766319109226186,1.4146096216147037
Missouri-Reynolds,8.123261319121745,-0.5047990356605916,0.8579060912887473,-0.5088986244049607,-0.12734566586400975,-0.46685244833746076,0.023498466999804964,2.772588722239781,3.1612467120315646,11407726688.799988,6.103247936753614,1.0119438613510559,0.7393175950494679,10.481448323286957,8.118207049405783,3.054001181677967,0.0573688247890038
Missouri-Ripley,8.842893331055539,-0.5099969752752106,0.8709897710393202,-0.5929504598349378,-0.21008159297476972,-0.42886819314121494,-0.11258977713575608,2.4336133554004498,2.990719731730447,14505079936.892797,5.662562358490308,1.056753740431538,0.46767368991005126,10.387270805190235,8.218247926685745,3.126760535960395,0.21809470862362595
Missouri-St. Charles,12.1234461861765,-0.4112361225974506,0.556981457025583,-0.29876903583001835,-0.21008159297476972,0.40678542117619243,-0.11258977713575608,2.028148247292285,2.2512917986064953,24341285887.488945,3.2111040056611677,0.6031460500405398,0.5883840329178517,11.190168739234958,7.039660349862076,1.840549633397487,0.36096216092106825
Missouri-St. Clair,8.480321716640333,-0.4632155187436401,0.844822411538175,-0.5229072636432902,-0.21008159297476972,-0.35289968274872335,-0.11258977713575608,2.617395832834079,2.785011242238338,13895525858.41487,3.7594692559541856,1.2599207557846244,0.967874466662271,10.374927649567825,7.306531398939505,3.1484533605716547,0.43239588706978904
Missouri-Ste. Genevieve,9.112948025967533,-0.5203928545044484,0.879712224206368,-0.557928861739114,-0.22387091415989635,-0.46685244833746076,2.200910373168781,2.9231615807191558,3.1135153092103742,14608785633.87397,5.686437101332836,0.67343992738632,0.1744700809167619,10.758200708677464,7.831617276352611,2.6602595372658615,0.36096216092106825
Missouri-St. Francois,10.479707581066782,-0.49960109604597264,0.7357917469500719,-0.2707517573533594,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.3513752571634776,2.8094026953624978,19159080623.93894,5.394442539124033,0.5221666900997034,0.622799085152153,10.590138679352371,7.602401335665818,2.9601050959108397,0.07522725632618368
Missouri-St. Louis,13.069279006311874,-0.4320278810559263,-0.332708766013339,1.025047372192119,-0.22387091415989635,0.9765492491198792,-0.11258977713575608,1.667706820558076,2.174751721484161,19289550480.106365,3.4583003773954824,0.7634988231018599,0.622799085152153,10.99800814830098,6.583409222158765,2.388762789235098,0.07522725632618368
Missouri-Saline,9.36434818445553,-0.094161806105695,0.26041804934594254,-0.2637474377341946,-0.21008159297476972,-0.3149154275524776,1.3843809083554153,2.4932054526026954,2.9338568698359038,14818033844.760788,4.877999496816435,1.0706494478261503,0.7641944631236741,10.599156550639583,7.876638460975463,2.8507065015037334,-1.1212876566648942
Missouri-Schuyler,7.666221925662725,-0.5307887337336863,0.9669367558768505,-0.585946140215773,-0.22387091415989635,-0.35289968274872335,0.5678514435420491,2.7343675094195836,2.8678989020441064,12926649972.95958,5.394442539124033,0.7052943814338556,0.7393175950494679,10.532096211958502,8.18757739559151,3.054001181677967,0.6466970655159522
Missouri-Scotland,7.792348924113037,-0.5151949148898295,0.971297982460375,-0.5439202225007845,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.8678989020441064,2.791165107812717,6775068071.894565,4.851073588086901,0.8154794234404484,1.0445611357390696,10.590918426099964,8.073714641109857,2.747270914255491,-0.103357059045619
Missouri-Scott,9.855452103497571,-0.4632155187436401,0.37817116710109344,0.18452901789234924,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.4159137783010487,2.9652730660692823,15901756157.164196,5.419249323637295,0.47674541965716233,0.46767368991005126,10.575462167863272,7.521859252201629,2.975529566236472,-0.8355527520700096
Missouri-Shannon,8.321421586897879,-0.47880933758749683,0.8230162786205545,-0.585946140215773,0.09328347309801677,-0.46685244833746076,-0.11258977713575608,2.884800712846709,3.3214324131932926,17050089442.7472,4.51859876689588,0.8154794234404484,0.7129159957715903,10.386037150950381,8.657302899400882,3.1654750481410856,-0.014064901359717654
Missouri-Shelby,8.028129059431759,-0.5047990356605916,0.9233244900416092,-0.4948899851666313,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.8273136219290276,2.9391619220655967,13796020772.222324,4.2567279071581705,1.109619614873233,0.42014412825939745,10.57354520987104,7.943072717277933,2.91235066461494,-0.424808826714864
Missouri-Stoddard,9.581834960513193,-0.4892052168167348,0.8884346773734163,-0.501894304785796,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,2.5649493574615367,3.0349529867072724,20497136637.454052,4.461392126490072,0.67343992738632,0.7129159957715903,10.550669325542444,7.717351272185329,2.7536607123542622,-0.22836607980588075
Missouri-Stone,9.639391789890489,-0.468413458358259,0.8709897710393202,-0.5999547794541025,-0.16871362941938972,-0.46685244833746076,-0.11258977713575608,2.714694743820879,2.388762789235098,11925996173.280987,5.614570463146115,0.9245723099670654,0.3103780168858844,10.609304136196736,7.656810091480378,2.8094026953624978,0.9860072647223777
Missouri-Sullivan,8.101980731853192,0.3788506988246291,0.1513873847578394,-0.5439202225007845,-0.16871362941938972,-0.238946917159986,-0.11258977713575608,2.681021528714291,3.3068867021909143,8740961167.451292,6.237137926553043,1.1217858086574126,0.6548608232528105,10.601547644956717,8.014335737299424,2.8094026953624978,-1.1570045197392547
Missouri-Taney,10.165774890967965,-0.30207939069045275,0.6311223089454933,-0.5509245421199492,-0.1549243082342631,-0.12499415157124862,-0.11258977713575608,2.174751721484161,2.1162555148025524,10426855940.83976,5.920921535291336,1.09705687334689,0.46767368991005126,10.554692319474022,7.367077059881012,2.9444389791664403,-0.46052568978922437
Missouri-Texas,9.49521851709523,-0.468413458358259,0.6921794811148306,-0.4808813459283018,0.09328347309801677,-0.42886819314121494,-0.11258977713575608,2.631888840136646,2.856470206220483,16932263892.249464,5.344557752748386,0.8622934989190693,0.5112199906124424,10.46561447065767,7.7706452341291765,3.077312260546414,0.5216880447556904
Missouri-Vernon,9.219597393238859,-0.47361139797287793,0.8273775052040789,-0.5439202225007845,-0.1549243082342631,-0.20096266196374024,-0.11258977713575608,2.5649493574615367,2.6461747973841225,13307274870.09389,4.74221037222263,1.1561068090712134,0.851039322370432,10.61381136646669,7.631431664576906,2.9338568698359038,-0.8355527520700096
Missouri-Warren,9.716193654115616,-0.4112361225974506,0.7314305203665481,-0.45286406745164276,-0.21008159297476972,-0.2769311723562318,0.159586711135366,2.833213344056216,2.8390784635086144,18391465677.647114,4.74221037222263,0.8394763500390321,0.3679817498566914,10.84218536032111,8.178919332848396,2.624668592163159,1.4324680531518843
Missouri-Washington,9.466531777336593,-0.556778431806781,0.8317387317876028,-0.46687270668997227,-0.1549243082342631,-0.42886819314121494,-0.11258977713575608,2.89591193827178,3.0155349008501706,17649418908.228065,5.243675807358095,0.5221666900997034,0.6548608232528105,10.471779875950448,7.6787889981991535,3.054001181677967,2.1825221777134556
Missouri-Wayne,8.806274284781725,-0.5047990356605916,0.8884346773734163,-0.5649331813582787,-0.19629227178964304,-0.42886819314121494,-0.11258977713575608,2.791165107812717,2.8213788864092133,15029750116.244019,5.517594241783534,0.8154794234404484,0.46767368991005126,10.426735696300677,7.738488122494646,3.1135153092103742,0.39667902399542865
Missouri-Webster,9.835797403566177,-0.47361139797287793,0.8404611849546512,-0.5159029440241255,-0.18250295060451638,-0.35289968274872335,0.023498466999804964,2.6390573296152584,2.990719731730447,15352002275.171652,5.443966966449337,0.9245723099670654,0.7129159957715903,10.702142737876844,7.616775808698373,2.9391619220655967,0.9681488331851971
Missouri-Worth,6.928537818164665,-0.49960109604597264,0.9058795837075131,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.4595888418037104,2.917770732084279,10192846433.116339,5.87462725634955,1.0423590013458175,0.3679817498566914,10.735352652407895,8.406038142050075,2.6741486494265287,0.5395464762928709
Missouri-Wright,9.114600099695346,-0.48400727720211584,0.8709897710393202,-0.5509245421199492,-0.21008159297476972,-0.2769311723562318,-0.11258977713575608,2.760009940032921,2.954910279033736,9516677890.568111,5.686437101332836,1.2164431740179609,0.905616121146672,10.301525144815496,7.9211727215870145,3.2347491740244907,0.6466970655159522
Missouri-St. Louis city,11.942373991160347,-0.3800484849097369,-1.4099317321437979,2.7200927200299874,-0.21008159297476972,0.5967066971574214,-0.11258977713575608,1.6094379124341003,2.302585092994046,8210233008.320665,4.196914590058115,1.2164431740179609,0.83100828002934,10.480072826557953,6.630683385642372,3.299533727885655,0.0573688247890038
Montana-Beaverhead,8.458716261657262,-0.3800484849097369,0.7139856140324513,-0.5999547794541025,-0.08597770230862976,-0.3149154275524776,0.023498466999804964,2.833213344056216,1.9740810260220096,5647906742.311723,4.345311374159795,1.5713428429151426,0.8882713986982212,10.633737821047575,8.297045149081827,2.791165107812717,-1.6748990343174823
Montana-Big Horn,8.786762208441091,-0.30207939069045275,-2.003058547503079,-0.5999547794541025,8.408244147729393,-0.3908839379449692,-0.11258977713575608,2.631888840136646,2.0014800002101243,4762130130.219258,5.541964436961195,1.267995442989618,0.8099233562582846,10.636384152613356,8.381831553485561,3.374168709274236,-0.7284021628469284
Montana-Blaine,8.09712193091871,-0.4476216998997832,-1.2267602156357849,-0.5929504598349378,6.381213933515774,-0.46685244833746076,0.295674955270927,2.9806186357439426,1.9600947840472698,5145329817.660149,5.0894469298741765,1.4807218691724664,0.7393175950494679,10.51173022600563,7.725330037917135,3.3214324131932926,-1.3355888351110572
Montana-Broadwater,7.97349996402463,-0.4892052168167348,0.814293825453506,-0.5649331813582787,-0.04460973875324981,0.026942869213734563,-0.11258977713575608,3.086486636822455,2.5649493574615367,11155651669.510292,3.9824931926087057,1.2431767734477772,1.0445611357390696,10.822075643458966,8.366835309827675,2.2925347571405443,0.20023627708644542
Montana-Carbon,8.544808358449211,-0.4476216998997832,0.8491836381216996,-0.6069590990732673,-0.058399059938376456,-0.3908839379449692,-0.11258977713575608,2.8507065015037334,2.2082744135228043,4102478835.681313,5.686437101332836,1.4684770776068061,1.0083564324607655,10.815107392760385,8.123854263105914,2.4159137783010487,0.7895645178133944
Montana-Carter,6.434546518787453,-0.5359866733483053,0.9843816622109473,-0.6069590990732673,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.9856819377004897,2.0918640616783932,899904178.9999913,4.136473519545377,1.6504279848819134,0.9818952084727731,10.714417768752456,8.508757712595136,2.468099531471619,-1.7641911920033837
Montana-Cascade,10.623714737499816,-0.369652605680499,0.47411815193862433,-0.5229072636432902,0.32770193324516994,-0.1629784067674944,-0.11258977713575608,2.4159137783010487,2.2925347571405443,14096313977.051579,5.010959488192185,1.1450107067300994,0.7393175950494679,10.718962979171467,7.2868764117507,2.72785282839839,-1.3534472666482378
Montana-Chouteau,7.978310969867722,-0.4632155187436401,0.024911813835639493,-0.5999547794541025,2.409889432199295,-0.35289968274872335,-0.11258977713575608,2.4932054526026954,2.0149030205422647,3552402213.367233,4.31593211161125,1.4726186089221767,0.9380678219464796,10.558958826115072,7.881559917056899,3.1441522786722644,-1.1391460882020747
Montana-Custer,8.691482576512929,-0.4268299414413075,0.7706815596182648,-0.5789418205966083,0.010547545987256835,-0.2769311723562318,-0.11258977713575608,2.5726122302071057,2.1041341542702074,14299491215.533749,4.2268985309164755,1.1450107067300994,0.9221966973788448,10.794460476425993,8.518592212329946,2.424802725718295,-1.7999080550777444
Montana-Daniels,6.792344427470809,-0.4424237602851643,0.9233244900416092,-0.6069590990732673,-0.1411349870491364,-0.3908839379449692,-0.11258977713575608,2.2192034840549946,2.066862759472976,14197602562.197147,1.767060295113842,1.559749702222409,0.3103780168858844,10.804441271400046,8.711772645605693,1.7578579175523736,-2.1392182542841693
Montana-Dawson,8.501876487304344,-0.4320278810559263,0.7706815596182648,-0.5509245421199492,0.1346514366533968,-0.42886819314121494,0.023498466999804964,2.6878474937846906,2.7013612129514133,8740961167.451292,5.517594241783534,1.2599207557846244,0.7876883935959887,10.8730915373073,8.927446816256198,2.6100697927420065,-0.8712696151443706
Montana-Deer Lodge,8.506132244056813,-0.4164340622120695,0.6834570279477823,-0.5369159028816197,-0.030820417568123145,-0.2769311723562318,1.9287338848976592,2.6100697927420065,2.6741486494265287,7286736160.893653,5.167008658406356,1.1335763751441452,0.6848266081210523,10.58149571425327,8.14177220465645,2.8507065015037334,-0.6033931420866666
Montana-Fallon,7.357556200910353,-0.5203928545044484,0.879712224206368,-0.5159029440241255,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.9601050959108397,2.714694743820879,13211262458.39467,3.4583003773954824,1.3196470104956102,0.42014412825939745,10.883053507923325,8.984944285608679,1.8870696490323797,-1.7999080550777444
Montana-Fergus,8.66681936537205,-0.5307887337336863,0.8317387317876028,-0.5929504598349378,-0.030820417568123145,-0.20096266196374024,1.9287338848976592,2.5649493574615367,2.4595888418037104,8673111750.118246,3.8880235783936055,1.4807218691724664,0.9221966973788448,10.618420686417931,8.24143968982973,2.4423470353692043,-1.9784923704495472
Montana-Flathead,10.748990946688572,-0.43722582067054533,0.7794040127853132,-0.585946140215773,-0.030820417568123145,-0.2769311723562318,-0.11258977713575608,2.5572273113676265,2.302585092994046,16126159358.048819,3.726845619476135,1.0840749761967607,0.7876883935959887,10.775847295304315,7.560601162768557,2.5877640352277083,-0.7284021628469284
Montana-Gallatin,10.801838321277618,-0.4112361225974506,0.7488754267006442,-0.5789418205966083,-0.11355634467888309,-0.011041385982511266,-0.11258977713575608,2.4595888418037104,2.1162555148025524,8673111750.118246,4.2268985309164755,1.3582053189564223,1.1664851307447737,10.925092799010077,7.545918151209323,2.580216829592325,-1.0319954989789928
Montana-Garfield,6.210600077024653,-0.5411846129629242,0.9451306229592299,-0.6069590990732673,0.051915509542636816,-0.46685244833746076,-0.11258977713575608,2.8273136219290276,1.547562508716013,9812471381.408875,3.3185559146099717,1.0706494478261503,0.6848266081210523,10.589912187335246,8.940629184845639,2.2192034840549946,-2.085642959672629
Montana-Glacier,8.805674944038582,-0.4424237602851643,-1.894027882914976,-0.585946140215773,8.4634014324699,-0.2769311723562318,0.023498466999804964,2.70805020110221,2.028148247292285,6557384291.884823,4.403634909389865,1.5381012651389,0.3103780168858844,10.296880079410023,7.923710333969238,3.502549875922443,-1.710615897391843
Montana-Golden Valley,5.8971538676367405,-0.4632155187436401,0.8404611849546512,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,3.122364924487357,2.5952547069568657,3270766676.8040853,4.2567279071581705,1.7212083245223473,0.7129159957715903,10.619814006043478,8.651024539049757,3.2809112157876537,0.20023627708644542
Montana-Granite,7.3938782901077555,-0.47361139797287793,0.9364081697921821,-0.5999547794541025,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.791165107812717,2.2617630984737906,5145329817.660149,5.141255647872872,1.4885950793595621,0.622799085152153,10.789566469002043,8.75904072752422,2.7013612129514133,0.43239588706978904
Montana-Hill,9.032886946579088,-0.4112361225974506,-0.18442706217351842,-0.6069590990732673,2.8373583889382217,-0.2769311723562318,-0.11258977713575608,2.533696813957432,2.617395832834079,15243957349.203943,3.9824931926087057,1.352095600527879,0.622799085152153,10.706228774723371,8.17526610411206,3.054001181677967,-2.0320676650610876
Montana-Jefferson,8.693664334532016,-0.4632155187436401,0.7837652393688377,-0.5999547794541025,-0.07218838112350312,-0.3908839379449692,-0.11258977713575608,2.6602595372658615,2.0794415416798357,12103010809.430443,4.824033167955535,1.187527539804514,0.7129159957715903,11.016035618942716,7.6246189861593985,2.2512917986064953,-0.371233532103323
Montana-Judith Basin,6.947937068614969,-0.49960109604597264,0.9538530761262782,-0.6069590990732673,-0.08597770230862976,-0.46685244833746076,-0.11258977713575608,2.954910279033736,1.9021075263969205,2869455230.8624954,4.63141976724662,1.6400185333719144,0.622799085152153,10.705533980052063,8.550241045462437,2.6461747973841225,-0.8891280466815505
Montana-Lake,9.57094757444252,-0.3644546660658801,-0.39812716476620086,-0.5929504598349378,2.9752516007894885,-0.3149154275524776,-0.11258977713575608,2.6602595372658615,2.322387720290225,7524163034.771221,4.851073588086901,1.267995442989618,0.6848266081210523,10.564421410731422,7.698936199813447,3.1179499062782403,-0.639110005161027
Montana-Lewis and Clark,10.388441368734549,-0.4216320018266885,0.7139856140324513,-0.5719375009774434,0.0794941519128901,-0.2769311723562318,0.023498466999804964,2.1972245773362196,1.791759469228055,12555057682.302734,4.824033167955535,1.207061745907019,0.851039322370432,10.93661865367406,7.704811922932594,2.501435951739211,-1.1570045197392547
Montana-Liberty,7.05617528410041,-0.5307887337336863,0.9058795837075131,-0.6069590990732673,-0.08597770230862976,-0.46685244833746076,0.70393968767761,3.054001181677967,1.1939224684724346,1862836075.665616,2.715066181993488,1.753744306457461,0.5513116879186498,10.774111238226828,8.963800242855577,2.8791984572980396,-2.19279354889571
Montana-Lincoln,9.18132342290569,-0.43722582067054533,0.7881264659523616,-0.5999547794541025,-0.058399059938376456,-0.238946917159986,-0.11258977713575608,2.6026896854443837,2.3978952727983707,12832911770.651762,4.769603036973108,1.1335763751441452,0.8701017335679802,10.470929776721015,8.225503097566918,2.9231615807191558,-0.7819774574584694
Montana-McCone,6.829793737512425,-0.49440315643135374,0.8404611849546512,-0.6069590990732673,0.20359804257903008,-0.35289968274872335,-0.11258977713575608,2.6100697927420065,1.62924053973028,7767940313.262566,4.166773725908501,1.3395092362579204,0.1744700809167619,10.61521111866901,8.55468163582723,2.1972245773362196,-1.5320315820200405
Montana-Madison,8.31434234336979,-0.4164340622120695,0.8230162786205545,-0.5649331813582787,-0.16871362941938972,-0.42886819314121494,0.295674955270927,3.044522437723423,2.0918640616783932,2842422359.8664126,4.984585650706521,1.5567666271498017,0.8701017335679802,10.741816742940571,8.59748202264504,2.3702437414678603,-0.22836607980588075
Montana-Meagher,6.805722553416985,-0.49960109604597264,0.940769396375706,-0.6069590990732673,-0.16871362941938972,-0.2769311723562318,-0.11258977713575608,2.6602595372658615,2.4159137783010487,5368985771.022997,2.988736975414682,1.541307270189582,0.7393175950494679,10.636840537810377,8.521782643750045,2.6461747973841225,-1.6748990343174823
Montana-Mineral,7.665284718471351,-0.4892052168167348,0.9538530761262782,-0.5999547794541025,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,2.302585092994046,2.714694743820879,12192328095.13562,5.493138521547568,1.1974271677981108,0.7129159957715903,10.49213495800589,8.425735580927402,2.8449093838194073,-0.03192333289689754
Montana-Missoula,10.938947026198969,-0.4164340622120695,0.639844762112541,-0.5719375009774434,0.10707279428314344,-0.011041385982511266,0.023498466999804964,2.2512917986064953,2.0014800002101243,8275080930.568791,4.575269859980675,1.283589060217764,1.2224078165114425,10.739955552540295,7.37650812632622,2.772588722239781,-1.0319954989789928
Montana-Musselshell,7.77863014732581,-0.4008402433682127,0.7445142001171203,-0.5929504598349378,-0.12734566586400975,-0.04902564117875701,-0.11258977713575608,3.1654750481410856,2.653241964607215,8947143778.763912,4.013628660371672,1.2431767734477772,0.0,10.58448623804925,7.895808377083183,2.797281334830153,1.7182029577467681
Montana-Park,8.974111581113318,-0.4320278810559263,0.8186550520370306,-0.5719375009774434,-0.11355634467888309,-0.42886819314121494,-0.11258977713575608,2.7212954278522306,2.1162555148025524,5553635046.998961,5.468596395176263,1.291122259941074,0.8701017335679802,10.690398262908236,7.685243607975833,2.509599262378372,0.16451941401208503
Montana-Petroleum,5.44673737166631,-0.49960109604597264,1.0105490217120918,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,3.0007198150650303,1.840549633397487,464164010.3211191,5.369545669017561,1.6357193523105893,0.3103780168858844,10.68624689178576,8.729235349659273,1.916922612182061,-0.7998358889956492
Montana-Phillips,7.643003635560718,-0.4632155187436401,0.44358956585395537,-0.6069590990732673,1.058535956056883,-0.46685244833746076,-0.11258977713575608,2.760009940032921,2.0149030205422647,5014868937.095866,4.824033167955535,1.352095600527879,0.7876883935959887,10.493244497383538,8.617219505483362,2.766319109226186,-0.8891280466815505
Montana-Pondera,8.028781162487148,-0.47880933758749683,0.25605682276241803,-0.585946140215773,1.734212694128089,-0.3149154275524776,-0.11258977713575608,2.740840023925201,2.163323025660538,6830410866.568073,5.192662285166806,1.4329712960670613,0.7393175950494679,10.651690938844151,8.724695046740491,3.039749158970765,-1.2641551089623364
Montana-Powder River,6.733401891837359,-0.4632155187436401,0.8099325988699821,-0.6069590990732673,-0.030820417568123145,-0.46685244833746076,-0.11258977713575608,2.9391619220655967,1.9315214116032138,2762582083.5337534,3.7918954754621423,1.510940257900157,1.0083564324607655,10.743890267377827,8.92771217382708,2.2300144001592104,-1.3891641297225983
Montana-Powell,8.370547611074752,-0.4424237602851643,0.6572896684466378,-0.5719375009774434,0.28633396968979,-0.04902564117875701,-0.11258977713575608,2.631888840136646,2.341805806147327,8275080930.568791,4.461392126490072,1.3395092362579204,0.5883840329178517,10.596634733096073,8.087332926473351,2.624668592163159,-0.8891280466815505
Montana-Prairie,6.597145701886651,-0.5307887337336863,0.9015183571239885,-0.6069590990732673,-0.08597770230862976,-0.46685244833746076,0.023498466999804964,3.077312260546414,1.916922612182061,2231757976.551164,5.686437101332836,1.4083487421814813,0.622799085152153,10.654502617424528,8.786762208441091,2.8791984572980396,-1.6927574658546627
